"","id","stat","approx","df1","df2","p.value"
"1","Wilks",0.0662783614502567,1.71632409914564,45,92.5676909506451,0.0146936856666868
"2","Wilks",0.185086348091759,1.43262355374544,32,79.0393534643874,0.10067410901152
"3","Wilks",0.390958279433954,1.17398133618158,21,63.7222321635913,0.303733604548254
"4","Wilks",0.664597785095336,0.86882383110875,12,46,0.582853025764177
"5","Wilks",0.854445990454487,0.817675141113177,5,24,0.549026287504805
