"","id","stat","approx","df1","df2","p.value"
"1","Wilks",0.314895862552198,1.81687262990544,20,87.1821189203066,0.0308017542186972
"2","Wilks",0.594840836619158,1.29668948720314,12,71.7267880208731,0.239615992917752
"3","Wilks",0.917485752302805,0.41066300817718,6,56,0.86890059914534
"4","Wilks",0.98650902236191,0.198294360536064,2,29,0.821231109076325
